web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,position,image4,image5,image6,image7
1779690403-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Excelente,Ana,"El local es precioso, la comida está riquísima (recomiendo sobre todo las samosas tanto de verduras como de cordero y el cordero lamb tikka) y la atención por parte de los camareros un 10.
Repetiré sin dudarlo","Gracias por sus palabras, sin duda todo un acierto las samosas. Les recomendamos que en su próxima visita se dejen aconsejar por los camareros para probar nuevos platos. ¡Les esperamos pronto!",6 contribuciones,Escrita el 10 de septiembre de 2022,Escrita el 12 de septiembre de 2022,6 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/b8/c8/18/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/b8/c8/21/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,6.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,,
1779690403-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Todo genial,Shivani R,"La comida excelente, el personal súper atento. Como buena Hindú, lo recomiendo 100%! Adjunto fotos para que podáis verlo!",Gracias por tan buena valoración y por recomendarnos. ¡Nos alegramos que hayan disfrutado de esta experiencia gastronómica y nos hayan podido conocer!,4 contribuciones,Escrita el 10 de septiembre de 2022,Escrita el 12 de septiembre de 2022,4 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/b8/c6/e6/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/b8/c6/e9/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,4.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,,
1779690403-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,El mejor restaurante indio,Aina,"Este restaurante me encanta, los platos están muy ricos, el trato es muy profesional y el restaurante es precioso. La ensalada Purnima es la mejor ensalada q he probado, tiene muchas frutas y un gran sabor. El postre mango lassi está muy rico y es natural y todo casero.
Recomiendo este restaurante indio, es el mejor","Hola Ainara, qué bien que hayan disfrutado de esta experiencia y haya estado todo a su gusto. Una ensalada fresca para el paladar y sabrosa alegra a cualquiera. ¡Les esperamos pronto para seguir disfrutando de esta gastronomía. De nuevo, gracias.",2 contribuciones,Escrita el 9 de septiembre de 2022,Escrita el 12 de septiembre de 2022,2 contribuciones,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/b8/b8/40/purnima-indian-restaurant.jpg?w=300&h=300&s=1,,,,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1,,,
1779690425-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,"""Lamentable la atención y precio exagerado""",Paloma A,"Reservé basándome en las referencias que había leído y mi experiencia ha sido muy distinta. Si bien es cierto que la calidad de la comida es buena, el precio me parece exagerado,  ya que las raciones son más bien justitas. Aunque sin duda, lo peor fue la atención de los camareros. Informaban de mala gana cuando preguntaba por alguno de los platos y prácticamente  los tiraban en la mesa sin mediar palabra. La amabilidad se agradece y en este caso, se echo en falta,  cuando es la primera vez que te acercas a sus platos y les dices que desconoces su cocina.","Buenos días Paloma, lamentamos que no haya estado a su gusto. Nos extraña porque suelen ser bastante grandes las raciones y no suele haber problema. Respecto al tema precio, a parte de que compramos la mejor calidad posible, valoramos la zona, restaurante y servicio. De todas formas, puede ver los precios con anterioridad en la propia página web. De nuevo, lo sentimos y gracias.",17 contribuciones,17,Escrita el 31 de agosto de 2022,Escrita el 5 de septiembre de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",17 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Mejor indio Madrid,Aitor B,"Restaurante de gran calidad en sus productos. Muy acorde para negocios y familia. La decoración no deja indiferente, y el servicio muy profesional.","Buenos días Aitor, gracias por compartir su experiencia nos alegra que hayan estado cómodos en todo momento. Esperamos volver a verles pronto.",12 contribuciones,12,Escrita el 28 de agosto de 2022,Escrita el 30 de agosto de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",12 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/75/fe/08/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Mejor restaurante indio,Ainara G,"Este restaurante es excelente, la comida está muy buena, el trato de 10.
Desde mi punto de vista es el mejor Indio q hay en todo Madrid, la ensalada Purnima es muy fresca y está llena de frutas, con fresas y pollo.
El nuevo plato, q son unos rollos de pollo estaban muy ricos y tenían muy buen sabor 
Las cantidades de los platos son excelentes, el postre de mango es 100% natural.
Todos los platos de este restaurante son de gran calidad, 100% recomendado.
Respecto al servicio los camareros son muy serviciales, educados y atentos.
Es el mejor restaurante indio q he conocido ya q hay una gran profesionalidad y los platos están preparados de forma casera. Este indio es único y no hay ninguno q le igual.","Buenos días Ainara, muchas gracias por sus palabras. Nos alegra que hayan podido disfrutar de esta experiencia. Desde aquí también les recomendamos el menú degustación y esperamos volver a verles pronto. De nuevo, gracias.",15 contribuciones,15,Escrita el 28 de agosto de 2022,Escrita el 30 de agosto de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",15 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/75/fd/88/purnima-indian-restaurant.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Lo mejor como siempre,Juan Carlos C,"Este restaurante es el mejor hindú de Madrid de lejos. Tanto por la decoración, la atención que es de primera, la amabilidad y la calidad de todos los platos. Cada vez que voy pedimos cosas distintas y nunca defraudan. Todo sencillamente delicioso.","Buenos días Juan Carlos, muchas gracias por sus palabras y por nombrarnos como el mejor hindú de Madrid. Esperamos que sigan visitándonos durante mucho más tiempo y probar toda la carta para saber qué les parece. Les esperamos pronto. De nuevo, gracias.",69 contribuciones,69,Escrita el 21 de agosto de 2022,Escrita el 23 de agosto de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",69 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/51/bc/87/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/51/bc/a5/purnima-indian-restaurant.jpg?w=300&h=300&s=1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/51/bc/86/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,"Si te gusta la comida india, no te lo puedes perder",juanjo,"Gran experiencia la que ofrece este restaurante indio situado en una de las principales zonas madrileñas. Precioso local, muy bonito ambientado, buen trato del personal (y bastante buen timing a la hora de traer entrantes y principales) y comida riquísima.

Es verdad que el precio es algo más elevado que en otros a los que he acudido, pero merece la pena. Comida y experiencia de otro nivel si lo comparo con los que he frecuentado hasta ahora.

Volveré, seguro!","Muchas gracias Juanjo por sus buenas palabras, qué bien que haya estado todo a su agrado y que han tenido una experiencia excepcional. Le esperamos pronto para seguir disfrutando de Purnima Indian Cuisine. De nuevo, gracias.",57 contribuciones,57,Escrita el 11 de agosto de 2022,Escrita el 23 de agosto de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/28/5c/b6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/28/5c/b7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/28/5c/b8/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/28/5c/b9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/28/5c/b5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Increíble experiencia,elpaladardepauli,"Restaurante excelente. Buena comida hindú, con mil sabores diferentes. Servicio de 10, ambiente muy agradable. Me gustó mucho la decoración, cuidan cada detalle. Disponen de terraza. Repetiremos seguro. Muy recomendable.","Buenos días, nos alegramos que haya estado todo a su gusto y que han tenido una experiencia agradable. Les esperamos como dicen dentro de poco para seguir probando nuevos platos. De nuevo, gracias.",4768 contribuciones,4768,Escrita el 5 de agosto de 2022,Escrita el 23 de agosto de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/19/49/84/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/19/49/85/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/19/49/86/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/19/49/87/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/19/49/83/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/57/8f/8e/elpaladardepauli.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Fantastico restaurante,Alina V,Tanto la atención como la comida impecable. Me ha encantado la experiencia. es un restaurante muy recomendable.,"Buenos días, gracias por compartir su experiencia y por recomendarnos. Les esperamos pronto para seguir disfrutando de nuevos platos. De nuevo, gracias.",1 contribución,1,Escrita el 28 de junio de 2022,Escrita el 4 de julio de 2022,Grupo Khazuria,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/e3/1a/grupokhazuria.jpg?w=100&h=-1&s=1
1779690425-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,QUEDE ENCANTADA,Nahia,El lugar es muy bonito además disponen de terraza que para que el verano viene genial. El servicio es rápido y la comida está increíble,"Buenos días, gracias por compartir su experiencia. Nos alegra saber que ha estado todo a su gusto y esperamos que repita pronto.",1 contribución,1,Escrita el 21 de junio de 2022,Escrita el 22 de junio de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690425-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Mejor imposible,Ruben C,"Mi primera vez en un rest indio y me he quedado impresionado, ya cuando entras impresiona la decoracion, atencion excelente, calidad del servicio de 10 y la comida buenísima. 

Lo recomiendo 100%","Buenos días Rubén, de nuevo muchas gracias por sus buenas palabras. Qué bien que haya disfrutado y ¡le esperamos pronto!",3 contribuciones,3,Escrita el 16 de junio de 2022,Escrita el 17 de junio de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1c/42/85/rubenscp.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690425-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Cena en Purnima,Invert,"Desde la entrada hasta la salida todo increíble, el trato, el local, el ambiente relajado  y la explosión de sabores!
Repetiremos seguro","Ya sabes que te esperamos de nuevo con ganas para seguir probando nuevos platos. De nuevo, ¡gracias!",1 contribución,1,Escrita el 16 de junio de 2022,Escrita el 17 de junio de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690425-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Excelente servicio,Paola G,"Agradable espacio para una cita familiar y cualquier ocasión, los camareros súper atentos en todo, la comida muy rica y rápidos para servir! Volvería a repetir esta experiencia👍🏻","Buenos días, gracias por su reseña y sus buenas palabras. Qué bien que hayan podido conocer esta experiencia y la hayan disfrutado. Esperamos como dice volver a verles pronto.",2 contribuciones,2,Escrita el 6 de junio de 2022,Escrita el 7 de junio de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690425-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Recomendable,carmen s,"Agradable el trato.  Muy bien aconsejados por el camarero que nos atendió y sobre todo por los ingredientes ya que llevábamos una persona alergias y una intolerancia.
La comida muy buena y original
El sitio muy bonito.
Volveremos","Buenos días Carmen, muy amable por compartir su experiencia y sus buenas palabras. Nos alegra saber que ha estado todo a su gusto y que no tuvieron ningún tipo de problema con las alergias ni intolerancias. ¡Les esperamos pronto!",2 contribuciones,2,Escrita el 31 de mayo de 2022,Escrita el 31 de mayo de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690425-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,India en el centro de Madrid,Verónica O,"Entrar en Purnima es viajar a la India.  Su olor a especias, su colorida decoración y sus motivos hindús hacen que tu paso por este restaurante se convierta en toda una experiencia gastronómica.

Me declaro fan del Butter Chicken.Sin duda, el mejor que he probado en Madrid. Tienen una amplia variedad de currys de cordero de los que os podemos destacar, dependiendo de la graduación de picante que os guste, el Lamb Madras,  el Lamb Dhanshak y Lamb Vindaloo. Y para los amantes del Tandoori, que es la cocina que se realiza en un horno tandoor indio cilíndrico que funciona con carbón vegetal, imprescindible su oferta.

Sin olvidarnos de su típico pan Nam, que son todo un acierto para acompañar a cualquier plato.

Estaba todo riquísimo asique tendremos que repetir comida o velada en Purnima al estilo hindú!","Buenos días, nos alegra saber que su experiencia ha sido tan completa y satisfactoria. Qué bien que hayan podido disfrutar de la gastronomía de Purnima y como dice, ¡les esperamos pronto!",8 contribuciones,8,Escrita el 26 de mayo de 2022,Escrita el 27 de mayo de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",8 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/8c/48/ee/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/8c/48/f0/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/8c/49/17/purnima-indian-restaurant.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/8c/4c/61/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/8c/48/e8/purnima-indian-restaurant.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
1779690425-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7311563-Reviews-Purnima_Indian_Restaurant-Madrid.html,Comida con amiga increible 😊,Judith F,"Tenéis que probar esta magnífica experiencia en Indú, El restaurante cuenta con una terraza amplia y en la zona interior tiene dos plantas decoradas súper bonitas, Para continuar la comida estaba espectacular! Volvere pronto 😊","Buenos días Judith, muchas gracias por compartir su experiencia y sus buenas palabras. ¡Les esperamos pronto!",6 contribuciones,6,Escrita el 26 de mayo de 2022,Escrita el 27 de mayo de 2022,Comunicación,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",6 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/82/f3/b5/raquel-l.jpg?w=100&h=-1&s=1
