web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,name,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,data22,data23,data24,image4,image5
1776247719-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Experiencia !,Lucía,Increíble el trato y la calidad del producto,Muchas gracias por su reseña de cinco estrellas. Nos alegra mucho saber que tuvo una buena experiencia. ¡Nos vemos pronto en Hotaru!,1,,Escrita el 17 de marzo de 2026,Escrita el 18 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Marchamalo, España",,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,TODO ESPECTACULAR,María Camila A,"Todo excelente, muy buena atención por parte de Daniel, la comida es espectacular y el ambiente muy agradable, muy recomendado 10/10",Muchas gracias por su reseña de cinco estrellas. Nos alegra mucho saber que tuvo una buena experiencia y que nos recomienda. ¡Esperamos verle pronto en Hotaru!,6,,Escrita el 17 de marzo de 2026,Escrita el 18 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",6 contribuciones,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Buenísimo y de muy buena calidad,Alejandra M,"Experiencia en barra recomendadísima. Toda la comida muy buena. Pedimos makis y niguiris y temaki y nohya ninguna pega a nada.

El servicio muy bueno también y rápido.","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutó de la experiecia. ¡Nos vemos pronto en Hotaru",1,,Escrita el 15 de marzo de 2026,Escrita el 16 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Estupenda experiencia,Raquel L,"Estupenda experiencia!!!
A repetir.","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutó de la experiecia. ¡Nos vemos pronto en Hotaru",1,,Escrita el 14 de marzo de 2026,Escrita el 16 de marzo de 2026,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Para repetir,Inmaculada B,"Experiencia maravillosa, trato excelente y comida muy buena. 
Para repetir","Muchas gracias por su reseña de cinco estrellas, nos alegra saber que disfrutó de la experiecia. ¡Nos vemos pronto en Hotaru!",5,,Escrita el 13 de marzo de 2026,Escrita el 16 de marzo de 2026,,Hotaru Madrid,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",5 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247719-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Final perfecto para una noche perfecta,Carla R,"Excelente comida, gran servicio de nuestro camarero Daniel.","Thank you so much for your kind review, we are glad you enjoyed the experience, the food and the service from Daniel. See you soon at Hotaru!",2,,Escrita el 8 de marzo de 2026,Escrita el 9 de marzo de 2026,,Hotaru Madrid,,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,"Hotaru, experiencia a bocados.",Jose R,"Experiencia recomendable 100 %, shushi de calidad del que te quita el sueño, nos atendió Daniel, muy atento y agradable con explicación de cada pase. Volveremos!","Muchas gracias, nos complace enormemente que haya disfrutado del sushi de calidad y de la atención detallada de Daniel, haciendo su experiencia en Hotaru tan memorable ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 17 de enero de 2026,Escrita el 19 de enero de 2026,,Hotaru Madrid,Leer más,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Hotaru gran experiencia,Chef Richard,"Hotaru ofrece excelente comida en un ambiente refinado y agradable. La calidad de los platos fue consistentemente alta, y el ambiente en general hizo que una experiencia gastronómica agradable. 

El servicio desde Fátima fue excepcional — profesional, atento y genuinamente acogedor, lo que mejoró enormemente nuestra visita. 

La única mejora se refiere a la gestión del anfitrión y de los asientos. Aunque el restaurante no estaba a pleno rendimiento, nos informaron que no había mesas alternativas disponibles. Sin embargo, varias mesas permanecieron desocupadas durante toda nuestra estancia. Mejorar la comunicación y la asignación de mesas elevaría aún más la experiencia de los huéspedes. 

En general, un restaurante muy fuerte con una cocina y un servicio excepcionales, con pequeños ajustes operativos que podrían hacer que la experiencia sea aún mejor.","Thank you very much, we truly appreciate your kind words regarding the cuisine, ambiance, and Fátima’s exceptional service, and we thank you as well for your constructive feedback regarding seating management, which we will carefully review to further refine the overall experience at Hotaru ¡Nos vemos pronto en Hotaru!","Ciudad de México, México",276.0,Escrita el 15 de enero de 2026,Escrita el 16 de enero de 2026,276 contribuciones,Hotaru Madrid,Leer más,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/21/3f/af/thebashm.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Riesgo innecesario,Irene D,"El restaurante me encanta en cuanto a la calidad de su comida y decoración. Pero tengo que decir que cada vez que alguien cumple años le llevan una bengala, lo que me parece una costumbre absurda, innecesaria y peligrosa. Tienen cortinas de terciopelo y hay madera que puede prender fuego en un descuido. Creo que esta costumbre debería desaparecer de los restaurantes para no poner en peligro a sus clientes y su personal. Espero que escuchen mi recomendación.","Muchas gracias, agradecemos sinceramente su comentario y su preocupación, nos alegra que valore la calidad de la cocina y la decoración de Hotaru, y queremos informarle de que hemos retirado de inmediato esta práctica, ya que la seguridad de nuestros clientes y equipo es una prioridad absoluta para nosotros ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 15 de enero de 2026,Escrita el 15 de enero de 2026,,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Sitio muy recomendable,Juande H,"Comida excelente sabores muy interesantes.
servicio 10 Pedro y Sergio el capi de 10. Muy recomendable
Volveré
Precio no económico pero merece la pena","Muchas gracias, nos alegra enormemente que haya disfrutado de la excelencia de nuestra cocina y de sabores tan interesantes, así como del servicio de Pedro y Sergio, y que considere que la experiencia en Hotaru merece la pena ¡Nos vemos pronto en Hotaru!","Dehesa de Campoamor, España",15.0,Escrita el 13 de enero de 2026,Escrita el 15 de enero de 2026,15 contribuciones,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,"El trato de Jose Angel espectacular. Es la segunda vez que vengo, el trato siempre es excelente, el vino y la comida tod",Luis D,"El trato de Jose Angel espectacular. Es la segunda vez que vengo, el trato siempre es excelente, el vino y la comida todo delicatesem. Lo mejor de Madrid ♥️","Muchas gracias, nos alegra enormemente que haya disfrutado nuevamente de la atención espectacular de José Ángel, así como de la comida y el vino, haciendo de Hotaru uno de sus mejores recuerdos en Madrid ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 11 de enero de 2026,Escrita el 12 de enero de 2026,,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Genial y disfruta,luis B,Disfrutamos mucho de todos los platos sugeridos y la ceremonia de corte de atún también fue genial. Nuestro servidor Daniel era excelente y muy bien informado.,"Thank you very much for your review, we are delighted that you enjoyed all the suggested dishes and the ronqueo ceremony. We will send your kind words to Daniel, he will love them. We are happy to hear that his attentive and knowledgeable service made your experience at Hotaru even more memorable ¡Nos vemos pronto en Hotaru!",38 contribuciones,38.0,Escrita el 6 de enero de 2026,Escrita el 8 de enero de 2026,,Hotaru Madrid,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/0f/7a/a8/luis-b.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Un lugar mágico,Amira G,Los empleados son extremadamente amables y respetuosos. Cualquier pregunta te la resuelven con paciencia y detalle. Una experiencia realmente inolvidable que recomiendo a cualquier persona.,"Muchas gracias por su reseña, nos alegra profundamente que haya vivido una experiencia mágica en Hotaru y que la atención de nuestro equipo haya contribuido a hacer su visita realmente inolvidable ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 6 de enero de 2026,Escrita el 8 de enero de 2026,,Hotaru Madrid,Leer más,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Tienes que probarlo!.,María Jose L,"La comida fantastica. El servicio fenomenal, especialmente Mayra. Absolutamente recomendado  para todo aquel q disfrute con la comida japonesa.",Muchas gracias por su valoración de cinco estrellas. Nos alegra saber que disfrutó de la experiencia y del servicio de Mayra. ¡Nos vemos pronto en Hotaru!,2 contribuciones,2.0,Escrita el 4 de enero de 2026,Escrita el 5 de enero de 2026,,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Maravilloso.,Ester N,Trato de 10 y producto maravilloso. Ha sido la segunda vez y repetiremos. Nuestro camarero Daniel y los chefs. Excelente,"Muchísimas gracias por compartir su experiencia. Nos alegra enormemente saber que tanto el trato como el producto estuvieron a la altura y que esta segunda visita haya confirmado sus expectativas. Haremos llegar sus palabras a Daniel y a todo el equipo de cocina, que estarán encantados de saberlo. Será un placer recibirles de nuevo muy pronto. ¡Nos vemos pronto en Hotaru!",2 contribuciones,2.0,Escrita el 3 de enero de 2026,Escrita el 5 de enero de 2026,,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Todo excelente,Pablo S,"Todo excelente. Genial experiencia. El servicio de la camarera Estefanía también sobresaliente, muy amable y nos recomendó muy bien. Volveremos seguro!!","Muchas gracias, nos alegra enormemente que haya disfrutado de una experiencia excelente en Hotaru y que Estefanía haya hecho su visita aún más memorable con su amabilidad y recomendaciones ¡Nos vemos pronto en Hotaru!",2 contribuciones,2.0,Escrita el 2 de enero de 2026,Escrita el 3 de enero de 2026,,Hotaru Madrid,Leer más,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Una buena comida de Navidad,Elisa P,"La comida es muy buena, quien alas gyozas mejorables. El servicio fantástico, Mayra es atenta, lista y servicial. Un pero, la música (al menos el volumen y el género) no son agradables","Muchas gracias, Elisa, nos alegra que haya disfrutado de la comida y del fantástico servicio de Mayra, y tomamos nota de sus comentarios sobre la música para seguir mejorando cada detalle en Hotaru ¡Nos vemos pronto en Hotaru!","Madrid, España",14.0,Escrita el 30 de diciembre de 2025,Escrita el 2 de enero de 2026,14 contribuciones,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Hotaru,Maite S,"La comida estaba riquísima y de muy alta calidad. Adicionalmente, la atención de José Ángel hizo la experiencia más agradable aún.","Muchas gracias, nos complace saber que disfrutó de la alta calidad de nuestra cocina y que la atención de José Ángel contribuyó a hacer su experiencia en Hotaru aún más agradable ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 28 de diciembre de 2025,Escrita el 29 de diciembre de 2025,,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,"Experiencia top para el mundo shushi, explosividad de sabores y ambiente",sami d,"Una experiencia magica e inigualable! La cocina es espectacular y la combinacion de sabores te llevan a otro planeta, Con especial mencion a Emanuel y Mayra que han hecho que sea una primera vez inolvidable❤️","Muchas gracias, nos alegra enormemente que su primera visita a Hotaru haya sido una experiencia mágica e inolvidable, y que Emanuel y Mayra hayan hecho que cada momento fuera excepcional ¡Nos vemos pronto en Hotaru!",1 contribución,1.0,Escrita el 27 de diciembre de 2025,Escrita el 29 de diciembre de 2025,,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Experiencia unica,Safari05004078047,"Una experiencia única, era la primera vez que íbamos y nos ha gustado tanto que estamos viendo cuando volver. Una especial mención a Emanuel, el cocinero y a Mayra la camarera, que han sido dos soles con nosotros y han hecho que la experiencia se eleve por 1.000",Muchas gracias por su reseña. Nos alegra profundamente que su primera visita a Hotaru haya sido una experiencia única y que Emanuel y Mayra hayan contribuido a que cada momento fuera excepcional ¡Nos vemos pronto en Hotaru!,"Madrid, España",2.0,Escrita el 27 de diciembre de 2025,Escrita el 29 de diciembre de 2025,2 contribuciones,Hotaru Madrid,Leer más,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247760-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Recomendable,DAVID P,"La valoración que tiene lo vale, sin duda volveremos dado que tenemos que probar otros platos. Y la chica que nos atendió, Asenat, un trato excelente.",Muchas gracias por su valoración y por recomendarnos. Nos alegra saber que la experiencia estuvo a la altura y que el trato de Asenat fue excelente. Será un placer recibirles de nuevo para que puedan seguir descubriendo nuestra carta. ¡Nos vemos pronto en Hotaru!,2 contribuciones,2.0,Escrita el 27 de diciembre de 2025,Escrita el 27 de diciembre de 2025,,Hotaru Madrid,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1,,,,,,,
1776247745-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Increíble! Volveremos!!,Carolina V,Gracias a Fátima la experiencia ha sido excelente!!,1 contribución,Escrita el 7 de marzo de 2026,1.0,Muchas gracias por compartir su experiencia con nosotros. Nos alegra enormemente saber que disfrutó del trato de Fátima. Esperamos poder recibirle de nuevo en Hotaru y ofrecerle una experiencia impecable en todos los sentidos.,,Escrita el 9 de marzo de 2026,Hotaru Madrid,Que os atienda Fátima,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Great dinner !,Diego M,"Muy buena comida, muy buen ambiente, muy buen servicio. Gracias Fatima por tu asesoramiento y compañia durante toda la velada.",18 contribuciones,Escrita el 7 de marzo de 2026,18.0,"Muchas gracias por compartir su experiencia con nosotros. Nos alegra enormemente saber que disfrutó de la comida, del ambiente y del servicio de Fátima. Esperamos poder recibirle de nuevo en Hotaru y ofrecerle una experiencia impecable en todos los sentidos.",,Escrita el 9 de marzo de 2026,Hotaru Madrid,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9e/16/35/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9e/16/36/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9e/16/37/caption.jpg?w=300&h=300&s=1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
1776247745-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d25092639-Reviews-Hotaru_Madrid-Madrid.html,Cena,Máximo R,Excelente comida e inmejorable servicio,1 contribución,Escrita el 6 de marzo de 2026,1.0,"Muchas gracias por su reseña de cinco estrellas, nos alegra saber que tuvieron una excelente experiencia. ¡Nos vemos pronto en Hotaru!",,Escrita el 9 de marzo de 2026,Hotaru Madrid,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/cc/f6/a9/hotarumadrid.jpg?w=100&h=-1&s=1
