web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,data4,data21,image3,image4
1776248463-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Italiano de verdad,Vida y viaje,"Previa reserva, cuatro persona. 
Toda su carta es 100% italianas, todo muy rico. 
Nos gustó mucho la pasta con pistacho, y la de trufa . 
Así como el postre ce nocciola . 
Si queréis agua, pedirla del grifo, igual de buena y a 0€ .

Unos 30€ por persona","Cáceres, España",1893.0,Escrita el 26 de octubre de 2024,"Me encanta saber que tras visitar Peppe Fusco, la experiencia ha sido genial. Regresa muy pronto para disfrutar del mejor sapore italiano.",1893 contribuciones,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 29 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/42/69/3d/mdc28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Cena genial,Lola,"Muchas gracias por la atención de los camarer@s. La comida super rica. Regresaremos seguro
Muchas gracias y felicidades para todo el equipo","Madrid, España",4.0,Escrita el 24 de octubre de 2024,,4 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,
1776248463-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Espíritu italiano,Dino G,"Comida italiana con variedad de pizzas y pasta. Personalmente creo que la masa de la pizza tipo romana es un pico gruesa. Prefiero masa mas fina. 
Postres correctos",21 contribuciones,21.0,Escrita el 22 de octubre de 2024,¡Grazie mille! Nos alegra saber que tuviste una cena maravillosa. Nuestro equipo se esfuerza mucho para ofrecer un servicio excelente y una comida deliciosa. ¡Te esperamos pronto para otra bella cena!,,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 29 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,no te pierdes nada,patuMadrid,restaurante simplón con cero ambiente italiano en el que están más preocupados en que te quede claro que tu turno es de hora y media que en ofrecer una buena comida italiana. no repetiré ni aunque me pierda por allí,Madrid,47.0,Escrita el 21 de octubre de 2024,,47 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/67/avatar045.jpg?w=100&h=-1&s=1,,,,,
1776248463-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Italiano bien en Madrid,Sergi Ivars,"Buen italiano que destaca por su variedad de pinsas y sus platos de pasta. Tiene decoración elegante.
El servicio bastante amable pese a equivocarse con algún plato.
Considero que hay mejores opciones en Madrid pero este es una buena opción.","Madrid, España",527.0,Escrita el 21 de octubre de 2024,,527 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/cb/66/9c/sergivars9.jpg?w=100&h=-1&s=1,,,,,
1776248463-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Buen italiano en el centro de Madrid.,Celia H,"Muy buena comida italiana, especialmente recomendable el risotto de boletus y  súper buena atención de parte de todas las camareras.",1 contribución,1.0,Escrita el 19 de octubre de 2024,"Ciao! Me alegra mucho saber que disfrutaste de mi auténtica comida italiana. El risotto de boletus es uno de nuestros platos estrella, ¡una verdadera delicia! ¡Te esperode nuevo para seguir compartiendo lo mejor de la cucina italiana! Grazie mille! Peppe.",,R.A,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 29 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,No puedo recomendarlo porque ya no me fío.,Carlos A,"Todo bien hasta que te ponen unos espagueti boloñesa que mi hija dice que saben muy fuerte, y los deja a la mitad ( muy raro en ella). Yo los pruebo y tambien me saben fuerte. Resultado la niña vomitando y yo con diarrea a las dos horas de la cena. Entiendo que la salsa no la han hecho al momento , será de al mediodía y se ha cortado.
Muy mal.","Gran Canaria, España",260.0,Escrita el 19 de octubre de 2024,,260 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/6f/39/cd/carlos-a.jpg?w=100&h=-1&s=1,,,,,
1776248463-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Peppe Fusco,Mauricio A,"Buen lugar para comer Y/o cenar. Muy buena comida y atención excelente. Grecia y Edgar, en especial, muy amables y atentos…",1 contribución,1.0,Escrita el 15 de septiembre de 2024,È fantastico che la tua esperienza sia stata la migliore! Nos encantaría recibirte en muchas más ocasiones en el restaurante.,,R.A,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,La más grata acogida,Viridiana G,"Recibí un trato excepcional y la salsa de spaghetti fue la mejor que he probado. 
Muestran interés por dar el mejor servicio y buscan tener algún gesto de cortesía por parte de la casa como lo es el limoncello.",1 contribución,1.0,Escrita el 15 de septiembre de 2024,"¡Ciao! Me alegra que te sintieras tan bienvenido en nuestra trattoria. La salsa de spaghetti es un secreto familiar que guardamos con mucho amor. Y claro, un buen limoncello nunca puede faltar para endulzar la experiencia. ¡Vuelve pronto, que aquí siempre habrá una mesa lista para ti y un par de sorpresas más!",,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Comida y servicio decepcionantes,Stacy P,"Después de las bebidas y aperitivos, la camarera se olvidó de hacer nuestro pedido de pasta, que salió 40 minutos después del aperitivo. La pasta era demasiado al dente, aceitosa y muy salada. Nos quedamos muy decepcionados porque el restaurante en sí tiene un gran ambiente.",4 contribuciones,4.0,Escrita el 12 de septiembre de 2024,,,,Calidad/precio,Comida,Servicio,Ambiente,,,,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,
1776248463-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Buena experiencia,Queisha k,"Muy bien todo, que agrado poder comer un carpaccio en madrid....no frituras ! La atención genial ;) lo recomentaria a amigos con poca hambre pero ganas de bueno.",1 contribución,1.0,Escrita el 3 de septiembre de 2024,¡Hola queishak! Muchísimas gracias por visitarnos en Peppe Fusco y valorar la experiencia de manera formidable. Esperamos que vuelvas pronto al restaurante y la experiencia sea igual de grata.,,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Comida italiana estupenda en terraza de Quevedo,Alfonso H,"Llagamos tarde pero nos atendieron muy bien 
La comida estupenda y
muy  atento Edgar con nosotros. Repetiremos sin dudarlo.",1 contribución,1.0,Escrita el 2 de septiembre de 2024,¡Hola548alfonsoh! Grazie per scegliere sempre Peppe Fusco! Nuestro equipo está encantado de recibir valoraciones tan positivas como la tuya y espera que en una próxima ocasión la pases igual de genial junto a nosotros.,,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248463-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Grandes,Daniel S,"Edgar y angel unos maquinotes, comida de diez, una terraza muy bonita. Los postres muy buenos, grandes profesionales, volveremos",1 contribución,1.0,Escrita el 31 de agosto de 2024,"Estimado danielsG6974HS, Me alegra saber que mi auténtica comida italiana te ha parecido de tanta calidad. ¡Te espero pronto de regreso en Peppe Fusco!",,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,
1776248449-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Restaurante del montón con buena decoración,Maria Jesus C,"En general todo bien, pero sin duda hay italianos muchísimo mejores. El servicio correcto, rápido pero muy inexperto. La comida bien pero sin más, y las raciones demasiado pequeñas, los gnocchi al pesto venían 15 bolitas contadas. Los postres muy buenos.","Provincia de Valladolid, España",,8,Escrita el 4 de mayo de 2025,,8 contribuciones,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,0.0,,
1776248449-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Excelente atención,Carlos R,"Para ser la primera vez 
Buen ambiente 
Buen servicio
Buena atención de génesis 
Recomendable 100%
###################",2 contribuciones,,2,Escrita el 1 de mayo de 2025,,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,0.0,,
1776248449-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Muy mala experiencia,Natalia S,"Tuvimos una muy mala experiencia en este restaurante. No lo habíamos probado nunca, pero sí habíamos estado en Pulcinella, del mismo grupo, y nos gustó mucho. Por eso pensamos que éste iba a estar bien. 

No obstante, la comida no nos gustó nada, pedimos varios platos y ninguno tenía un buen sabor. Incluso, pedimos un risotto de mar y tuvimos que devolver el plato porque las almejas y los camarones tenían un muy mal sabor, no parecían estar en buen estado.",2 contribuciones,,2,Escrita el 1 de enero de 2025,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,0.0,,
1776248449-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Gran desilusión,AsterionValito,"Le pedí a Tripadvisor que me indicara los restaurantes cercanos a donde me encontraba y, entre varios, me indicó este... ¡que bien! ¡un italiano! y con centenares de comentarios favorables.... vamos a conocerlo.
Pero ¡que gran desilusión! 
Verán la razón:
Entré a las 14.00 horas... no éramos más de 12 personas en todo el restaurante y la terraza vacía. 
A las 14.20 horas llegaron las Bruschettes (a compartir)... muy ricas... recomendables
A las 14.50 horas los dos platos de espaguetis carbonara... escasos de cocción,(vamos, duros...), y fríos.
Y todo esto, (más una botella de agua y una copa de cerveza), 52 euros...
Si, si... como lo leen, 52 euros...
Eso si, las camareras muy agradables... y el sitio muy cuco pero incómodo.
CONCLUSIÓN: Que no esperen que vuelva otra vez y que no me vuelvo a fiar de las recomendaciones de Tripadvisor","Madrid, España",,206,Escrita el 26 de diciembre de 2024,,206 contribuciones,,,Calidad/precio,Comida,Servicio,Ambiente,,,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/6c/61/c5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/56/23/0e/adrian-d.jpg?w=100&h=-1&s=1,,0.0,,
1776248449-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Normal,Pathfinder468109,"Sin más. Todo correcto, el carpaccio bien, la pasta me llegó fría y un poco tiesa, pero estaba rica de sabor el arroz normal. La atención buena.","Madrid, España",,3,Escrita el 20 de diciembre de 2024,,3 contribuciones,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,0.0,,
1776248449-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Excelente,Mariely J,"Excelente servicio 10/10  nos sentimos muy a gusto con la atención de todos los camareros carismáticos y muy atentos sin duda el mejor restaurante de todo el grupo pulcinella fascinada con todos los que se acercaron a atendernos entre ellos génesis,Roger,Edgar y en especial el camarero Héctor. Sin duda alguna un lugar muy especial!",1 contribución,,1,Escrita el 15 de diciembre de 2024,"¡Muchísimas gracias por tu maravillosa reseña! Nos llena de alegría saber que disfrutaste de la atención y el servicio de todo nuestro equipo, especialmente de Génesis, Roger, Edgar y Héctor. ¡Nos sentimos muy afortunados de tener a personas tan dedicadas en nuestro restaurante! Nos encantaría verte de nuevo pronto en Peppe Fusco. ¡Te esperamos para seguir ofreciéndote una experiencia única!",,Escrita el 2 de enero de 2025,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Genial,Francisco M,"Todo perfecto y comida muy buena el ambiente tranquilo y muy acogedor,  el personal muy atento y amable, pendiente de nuestro en todo momento","Badalona, España",,3,Escrita el 8 de diciembre de 2024,"Me encanta saber que tras visitar Peppe Fusco, la experiencia ha sido genial. Regresa muy pronto para disfrutar del mejor sapore italiano.",3 contribuciones,Escrita el 11 de diciembre de 2024,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/7d/6a/0c/caption.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Muy buen servicio,Cristina,"Atención de los camareros y recepcionista muy buena, todos muy serviciales y atentos a las necesidades. En la terraza había frío en la entrada a pesar de estar calefactada y nos cambiaron de lugar sin pegas","Madrid, España",,3,Escrita el 7 de diciembre de 2024,È fantastico che la tua esperienza sia stata la migliore! Nos encantaría recibirte en muchas más ocasiones en el restaurante.,3 contribuciones,Escrita el 11 de diciembre de 2024,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/4b/12/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,ESPECTACULAR,Antonio Carmona,"Sitio increíble, un trato espectacular, un restaurante italiano, en Madrid que te translada a la verdadera Italia por la calidad de sus productos!! Sin duda algún volveré 
la atención por parte del personal un 10 de 10","Córdoba, España",,2,Escrita el 6 de diciembre de 2024,Gracias por venir a Peppe Fusco y considerar estupenda la experiencia. Queremos que sigas visitándonos y disfrutando de la auténtica comida italiana.,2 contribuciones,Escrita el 11 de diciembre de 2024,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/45/5a/bd/caption.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Merecidas 5 estrellas,IPLB,"Restaurante Italiano, con trato profesional y comida de calidad. Las raciones son buenas en cuanto a cantidad y los postres y el café exquisitos.
De casualidad pasando por la puerta y he de decir que ha sido todo un acierto.
Lo recomiendo 100%. Volveré seguro.","Tarancón, España",,120,Escrita el 4 de diciembre de 2024,¡Hola IPLB01! Muchísimas gracias por visitarnos en Peppe Fusco y valorar la experiencia de manera formidable. Esperamos que vuelvas pronto al restaurante y la experiencia sea igual de grata.,120 contribuciones,Escrita el 11 de diciembre de 2024,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Lugar y comida increíble,Jimena S,"Comida y atención increíble. Camareras muy agradables y muy atentas de si necesitas algo o no.
El lugar precioso y el baño súper limpio. 
Volveríamos sin dudarlo.",1 contribución,,1,Escrita el 1 de diciembre de 2024,"Me encanta saber que tras visitar Peppe Fusco, la experiencia ha sido genial. Regresa muy pronto para disfrutar del mejor sapore italiano.",,Escrita el 2 de diciembre de 2024,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Recomendable,MDCMBCN,"Todo riquísimo y la atención muy buena, el restaurante es muy bonito y nos quedaba a cinco minutos andando desde el Hotel","Barcelona, España",,116,Escrita el 19 de noviembre de 2024,È fantastico che la tua esperienza sia stata la migliore! Nos encantaría recibirte en muchas más ocasiones en el restaurante.,116 contribuciones,Escrita el 2 de diciembre de 2024,R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Excelente,Lidia Ocón García,"Nos ha encantado descubrir este restaurante en Madrid durante una corta visita de fin de semana.
Tanto la pasta como el postre y las bebidas, buenísimos.
Fuimos atendidos de una forma muy profesional y excelente por Edgar.","Provincia de Málaga, España",,21,Escrita el 18 de noviembre de 2024,Gracias por venir a Peppe Fusco y considerar estupenda la experiencia. Queremos que sigas visitándonos y disfrutando de la auténtica comida italiana.,21 contribuciones,Escrita el 2 de diciembre de 2024,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/28/24/c4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/af/bf/ff/lidia-o.jpg?w=200&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776248449-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23845263-Reviews-Peppe_Fusco_The_Italian-Madrid.html,Delicioso,Cristian M,"Alejandra fue increíble, me encantó la comida, el servicio, es un restaurante muy bueno. Sin duda volvería en el futuro.",2 contribuciones,,2,Escrita el 15 de noviembre de 2024,"Thank you so much for your kind words! We’re delighted to hear you loved the food, service, and your experience with Alejandra. We can’t wait to welcome you back again soon!",,Escrita el 18 de noviembre de 2024,R.A,Calidad/precio,Comida,Servicio,Ambiente,,,,Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
