web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,position,image3,image4,image5
1777311203-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Buenisimo,Lain N,He estado con mi mujer y la verdad que me ha gustado mucho. Comida diferente y muy rica. El personal amable y servicial todo lo que preguntamos nos respondió amablemente eso si estábamos solos porque era un día entre semana y con un tiempo desagradable. El sitio es muy pequeño pero cuando entras ya se ve así que cada uno decide si se queda o no pero probando la comida merece la pena quedarse. Lo apunto en mi lista de locales para volver.,"Viena, Austria",15 contribuciones,15.0,Escrita el 2 de marzo de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,
1777311203-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,,,,,,,,Explora ahora,Descubre Prefectura de Hiroshima,Descubre por qué a los viajeros como tú les encanta Prefectura de Hiroshima,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d4/06/8d/dsc-0685-largejpg.jpg?w=400&h=400&s=1,,,,,
1777311203-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,A tope,Paula2409,"Fuimos una noche de viernes con reserva un grupo de amigas, el sitio nos lo habían recomendado pero no lo conocíamos, nos sorprendió xq el salón p cenar es minúsculo con solo 2 mesas y pensamos q sería un fracaso de cena, q equivocación !!! Fue fantástica, todo muy rico pero muy muy rico y con un precio más q razonable. Recomiendo la ensalada de burrata, los langostinos, las berenjenas y los postres.","Madrid, España",215 contribuciones,215.0,Escrita el 1 de marzo de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e5/f7/21/paula2409.jpg?w=100&h=-1&s=1,,,,
1777311203-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,"Si quieres cambiar las bravas, las croquetas o los calamares por otro tipo de tapa",xerra88,"Acertarás si vienes aquí. La comida está muy buena y el ambiente es bastante acogedor. Todo acompañado de buena música (rock). Es normal que esté lleno asi que si puedes, intenta ir temprano :)","Madrid, España",50 contribuciones,50.0,Escrita el 24 de febrero de 2018,,,,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,
1777311203-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,El Rincón de La Berenjena,Alberto C,"El sitio ya lo conocía de haberlo visto por internet y de ver como recibía galardones durante estos años, sabíamos que iba a ser una apuesta segura. La primera impresión desde fuera, en la calle, la verdad es que sorprende, pero no a malas, desde fuera parece un sitio muy pequeño y poco cuidado, pero cuando entras, te enteras de que es así por su magia por su encanto, entonces es cuando te sorprende aún más. El sitio es pequeño pero muy cómodo y bien bonito, es necesario reservar tiene pocas mesas y también tiene una barra dónde también te sirven ahí para comer. El nivel de atención es muy bueno y agradable, nada que reprochar. La comida es muy buena, pedimos un falso Risotto, una carrillada y unos langostinos rellenos de queso y para terminar mousse de queso y un Tierra. El precio es normal tirando a caro pero se paga, también he de decir que pedimos una botella de vino blanco de la casa, excelente por cierto. Un 8/10.","Madrid, España",65 contribuciones,65.0,Escrita el 23 de febrero de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,,
1777311203-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,"Rico, rico",Carmen M,Excelente opción para un tapeo con calidad y con sabores diferentes. Hemos estado varias veces y no defrauda.,6 contribuciones,6 contribuciones,6.0,Escrita el 20 de febrero de 2018,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,
1777311203-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,"Excelente comida, excelente servicio",ParisViajero,"Habíamos estado hace más de un año y no hemos podido repetir, por problemas de reserva, hasta la semana pasada. Esta vez ha resultado tan bien como la otra. Hemos probado otros platos muy ricos en un ambiente estupendo. Ahora nos ofrecieron un tinto de Jumilla muy agradable -quizás un poco alto de graduación-: de la bodega Juan Gil.
Genial la mujer que nos atendió. Estupendo el rodaballo y... las berenjenas, claro. Una pena que el local no sea un poco mayor.","Oviedo, España",607 contribuciones,607.0,Escrita el 14 de febrero de 2018,,,,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/6f/85/3d/parisviajero.jpg?w=100&h=-1&s=1,,,,
1777311203-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,,,,,,,,Leer ahora,Saborea el mundo desde una sola ciudad: Londres,"Londres puede ofrecer mucho más que pescado con patatas fritas (“fish and chips”) o empanada y puré. Al caminar por una tranquila calle adoquinada, es posible que descubras una trattoria que prepara pasta fresca, ideal para los amantes de la gastronomía del sur de Italia. Si sigues avanzando, encontrarás un restaurante que ofrece unos de los mejores dumplings bañados en chile de la ciudad. ¿Y si vas a ese lugar del que todo el mundo habla en Brixton Village? ¡Te transportará a otro continente!",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/c7/e2/df/caption.jpg?w=400&h=400&s=1&cx=3360&cy=2240&chk=v1_7ef5b001f86a768787d6,,,,,
1777311203-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Segunda visita,Letowi,"Era la segunda vez que íbamos y repetimos porque en la primera visita nos quedamos con ganas de probar más platos... esta vez anduvimos más rápidos y reservamos mesa y fue un error, es un comedor minúsculo en el que solo hay 2 mesas al lado de la cocina, por comer ahí, cada plato que pides es un euro más caro, y para mí pierde un poco la esencia de comer en la barra. No obstante, los platos estaban buenos y lo mejor el trato del personal","Santurtzi, España",17 contribuciones,17.0,Escrita el 6 de febrero de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,
1777311203-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Berengenas,2carlospal,"Su nombre es lo que degustamos en este local, con buena presentación y rico. Buen ambiente, junto con platos interesantes de los cuales
 daremos cuenta la próxima vez.","Galapagar, España",2368 contribuciones,2368.0,Escrita el 6 de febrero de 2018,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/72/ef/30/caption.jpg?w=100&h=-1&s=1,,,,
1777311203-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Trato excelente y comida buenísima,LolaPalos,Estuve con unas amigas a mediodía. La comida es buenísima y el trato excelente. Te reciben siempre con una sonrisa. Un lugar ideal paracomer de manera informal.,"Madrid, España",14 contribuciones,14.0,Escrita el 5 de febrero de 2018,,,,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/22/a4/f4/lolapalos.jpg?w=100&h=-1&s=1,,,,
1777311203-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Buenísimo,Carlota G,"La berenjena es uno de esos sitios que cuando hay amigos que vienen a madrid le recomiendo que vayan. La comida es excelente... y las que atiende siempre suelen llevar una sonrisa... es ese tipo de sitio que se nota que quien trabaja ahí lo hacen como si fuera su hogar. 

Lo “malo” es que es un lugar pequeño... y no suele haber casi ni un huequito... pero es lo que pasa cuando un lugar tiene éxito. Otra cosa “negativa” que podrían decir que los precios son un poquito elevados... pero es lo mínimo que se puede pedir cuando el producto es bueno. 

Recomendar, como no, la ensalada capresse... y dejarse llevar por lo que recomiende quien trabaja ahí.",7 contribuciones,7 contribuciones,7.0,Escrita el 1 de febrero de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,
1777311203-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,"Bueno. Buen servicio, buena comida",Javier Molleda,"""Moderno"", muy buen servicio, buena comida. La ensalada de tomate con burrata y demás, por lo visto especialidad de la casa, altamente recomendada.

Entre 20 y 25€ por cabeza de media.

Ojo, sólo hay dos mesas. Reservar.","Santander, España",120 contribuciones,120.0,Escrita el 26 de enero de 2018,,,,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/38/65/63/javimolleda.jpg?w=100&h=-1&s=1,,,,
1777311203-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,,,,,,,,Leer ahora,8 lugares menos conocidos para disfrutar de las mejores vistas de la bahía de Sídney,"La bahía de Sídney alberga los lugares más emblemáticos de la ciudad: el Puente de la Bahía, la Ópera y más de 240 kilómetros de costa y playas impresionantes. Si quieres disfrutar de unas vistas inmejorables de la bahía, dirígete a un bar en la azotea en The Rocks o a miradores emblemáticos como el Sydney Tower Eye y el Mrs Macquarie’s Chair. No obstante, si lo que quieres es disfrutar de las vistas desde un lugar más tranquilo, hemos recopilado esta lista de sitios desde donde admirar la ciudad y miradores menos conocidos del norte, sur y centro de Sídney que son igual de impresionantes (si no más).",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e6/d3/2c/caption.jpg?w=400&h=400&s=1&cx=1000&cy=666&chk=v1_9eca98623efb911f0347,,,,,
1777311203-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Establecimiento sobrevalorado,flaviasabina,"Me habían recomendado mucho el sitio y tengo que decir que la comida estaba buena, pero la ricura de los platos se descompensó por la ineficiencia del servicio. Más de media hora para traer la carta, veinte minutos para traer la cuenta. Y el local estaba medio vacio.  Los precios, no disparatados, pero tampoco baratos. En resumen, un 6 si tenemos en cuenta todos los factores.","Madrid, España",14 contribuciones,14.0,Escrita el 21 de enero de 2018,,,,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,
1777311203-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Muy recomendable,M. Luz G,"Me sorprendió gratamente 
Totalmente recomendable
Para ir después de unos vinos en la zona
Sorprende!",15 contribuciones,15 contribuciones,15.0,Escrita el 20 de enero de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/42/5d/17/m-luz-g.jpg?w=100&h=-1&s=1,,,,
1777311203-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Comida riquísima,CarmenCreman,"Probamos un falso risotto delicioso, la verdad que todo lo que pedimos en general se notaba de calidad","Cornellà de Llobregat, España",67 contribuciones,67.0,Escrita el 8 de enero de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,
1777311203-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Rico y buen trato,Juan B,"La ensalada que nos recomendó la chica era espectacular, súper buena, el falso risoto muy bueno aunq algo solo, y unos bocados japoneses creo que pedimos también ricos. En general la comida más q aceptable, el trato fue amable, atento, cercano y rápido. Un poco caro pero tampoco desorbitado","Madrid, España",25 contribuciones,25.0,Escrita el 4 de enero de 2018,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,
1777311192-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Excelente,Jose Antonio G,"Visitamos Madrid por un fin de semana y vinimos recomendados por un amigo... sin duda acertamos, los platos buenísimos y el trato por parte de la camarera (Sara) espectacular, nos dejamos aconsejar por ella a parte de lo que mi amigo nos había recomendado y fue todo un acierto. El local bastante pequeño, pero muy chulo. Si me tengo que quedar con un plato sería La ensalada Caprese... espectacular!!!",6 contribuciones,Escrita el 27 de mayo de 2018,"Castellón de la Plana, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,6.0,,,
1777311192-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Fantástico,Libreta_Viajera,"Nos ha gustado todo. El sitio es pequeño por lo que hay que reservar si quieres una mesa. 
Tomamos varias cosas de la carta y nos dejamos aconsejar, el rodaballo con su esqueleto y los dumpling de pato están espectaculares. La ensalada, las navajas, los postres... Todo para repetir.
El precio lo veo adecuado para la calidad y la elaboración de los platos. 
Volveremos seguro",187 contribuciones,Escrita el 22 de mayo de 2018,"Zaragoza, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/9b/c4/69/libreta-viajera.jpg?w=100&h=-1&s=1,,187.0,,,
1777311192-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Vistoso y sabroso,NiMa,"Variado, original, colorido, sabroso, vistoso, delicioso... con ganas de volver para seguir probando nuevas cosas. Buen ambiente, trato muy amable en un acogedor local. Muy recomendable.",200 contribuciones,Escrita el 20 de mayo de 2018,"Valencia, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,,,200.0,,,
1777311192-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Agridulce y confundido,COLCHONEROMadrid,"Hemos ido hoy por las fenomenales críticas que habíamos leído, hacía mucho tiempo que deseábamos hacerlo y como estábamos por la zona, sin duda era nuestra opción.
Nos hemos puesto en la barra y hemos pedido una ensalada de tomate con ventresca, solo puedo decir que algo tan sencillo puede llegar a ser enormemente sabroso y en este caso así ha sido, se nota la enorme calidad de los ingredientes y el perfecto aliñado. Después una muy amable camarera nos ha aconsejado unas navajas y la verdad, aunque íbamos con prisa, después de la ensalada nos hemos decidido a atender su sugerencia y la verdad nos ha dejado confundidos. Las navajas han consistido en seis demasiado pequeñas unidades y realmente mal desbabadas, el aliño que llevaban estaba muy sabroso y tenía un toque de picante que lo enriquecía, pero sin ánimo de ofender entiendo que no era para aconsejar, es una ración de casi 16 euros, que sería un precio lógico si lo presentado lo mereciera. Por lo demás la atención del empleado de barra muy correcta y el precio global sin sobresaltos. Es un local que recomiendo y al que probablemente volvamos, pero lo que era una maravilla al acabar la ensalada, nos ha dejado bastante confusos después de las navajas.",5590 contribuciones,Escrita el 2 de mayo de 2018,"Madrid, España",,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/85/f7/7e/colchoneromadrid.jpg?w=100&h=-1&s=1,,5590.0,,,
1777311192-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Pequeño pero estupendo,Charorz55,La comida es muy original y a la vez estupenda..Es pquqño pero tuvimos suerte al poder reservar una de las dos mesas que tiene. El servicio muy amable  y profesional al mismo tiempo. Un aexperiencia muy recomendable...todo un descubrimiento los  cangrejitos fritos,27 contribuciones,Escrita el 30 de abril de 2018,"Provincia de Cádiz, España",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,27.0,,,
1777311192-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Original y buenisimo,megomez2018,"Cenamos cuatro amigas el sabado 21 e......increible. Todo !!! Unas samosas con morcilla y brie fantasticas, huevos con patatas paja y una mouse de trufa impresionante, etc. Hay que dejarse llevar por Sara y sus sugerencias. Todos los sabores originales y con mucha inteligencia y amor en las mezclas.",11 contribuciones,Escrita el 24 de abril de 2018,"Londres, Reino Unido",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,11.0,,,
1777311192-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Muy buena calidad!,CrisMS,"Cenamos dos parejas y tuvimos que reservar porque solo tienen 2 mesas, el resto es barra. 
El lugar es pequeño y ruidoso, pero merece la pena por la calidad de las tapas.
El personal muy simpático y eficaz.",7 contribuciones,Escrita el 17 de abril de 2018,"Barcelona, España",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,7.0,,,
1777311192-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Buen descubrimiento,Vic_Kab89,"Lo descubrimos gracias a Tripadvisor y no defraudó. Destacaría la ensalada caprese y los dumplings de pato. Los langostinos con queso a penas sabían a langostino. Un poco pequeño el local, así que obligatorio reservar.",318 contribuciones,Escrita el 15 de abril de 2018,"Elche, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/bd/df/9f/vic-kab89.jpg?w=100&h=-1&s=1,,318.0,,,
1777311192-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Espectacular,Patri M,"Un sitio pequeño, con sólo dos mesas para reservar, pero de alta calidad.
Comimos ensalada caprese, especialidad de la casa, langostinos con queso, dumpin de pato y unas navajas ( lo mejor de todo).
Recomendable 100%",39 contribuciones,Escrita el 9 de abril de 2018,"Pilar de la Horadada, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,39.0,,,
1777311192-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,PLATOS VEGETARIANOS INCREIBLES,Georgina V,"El pasado viernes 30/03 estuvimos comiendo por aquí (hemos reservado el sitio es muy pequeño, pero muy cálido) Hemos disfrutado de tres platos maravillosos, la ensalada caprese recomendada por la casa es una pasada! Era la única vegetariana del grupo y decidimos probar opciones. Atención impecable, comida magnifica y un ambiente muy acogedor. Solo cambiaría el pan: la comida tiene un nivel muy alto para acompañar con pan congelado (Solo es una observación, es que para el falso risotto el pan venía genial para apurar el plato) Volveré encantada!",17 contribuciones,Escrita el 3 de abril de 2018,"Sevilla, España",Calidad/precio,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,17.0,,,
