web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2,data16,data17,image3,data18,data19,data20,data21,image4
1776265897-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Estupendo restaurante y trato,Tatys S,Exelente  comida muy buena i el trato excelente de parte del camarero muy majo i buen servicio de parte de Alam volveremos,2 contribuciones,2.0,Escrita el 10 de octubre de 2019,2 contribuciones,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/8e/dc/97/everest-tandoori-nepali.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Comida india muy buena,Anlolo,"Vamos a menudo a este restaurante indio porque nos encanta su cocina y por su trato amable. Las samosas, el pollo tandoori y el chicken mango están de rechupete. Muy recomendable",15 contribuciones,15.0,Escrita el 6 de octubre de 2019,15 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Cumpleaños,LoveTravel511737,"Decidimos ir a este restaurante por las buenas opiniones y porque mi hermano lo conocia y le gusto
Buen sitio, comida rica, amabilidad por parte de su personal
Celebramos el cumpleaños de mi padre, para que saliera de sus habitos (comida) y probase cosas nuevas y..... LE GUSTO!!! 
Repetiremos 😊😊",1 contribución,1.0,Escrita el 27 de septiembre de 2019,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,"Restaurante auténtico, muy recomendable!",Alejandro R,"Tuvimos que esperar un poco porque estaba lleno, recomendable reservar antes. La comida buenísima y buen precio, volveremos!",24 contribuciones,24.0,Escrita el 15 de septiembre de 2019,24 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/3e/b0/bc/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/34/f2/bd/alejandro-r.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Repetimos y excelente de nuevo.,Alberto S,"El pasado viernes fuimos a cenar aquí, recordando una antigua experiencia en este mismo lugar que nos encantó. Eramos cuatro y esta vez estuvimos en la terraza.
La comida extraordinaria, y la atención de todos los camareros y el encargado muy buena, aconsejando muy bien sobre sus platos y cantidades, muy amables y simpáticos.
Volveremos a repetir!.",8 contribuciones,8.0,Escrita el 8 de septiembre de 2019,"Seseña, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Autentica comida nepalí.,Antonio C,"Decoración ecléctica, buen servicio. la carta es una sucesión de platos de cordero, pollo y langostinos cocinados con diferentes salsas y grados de picante. Buenos arroces de guarnición y fantásticos panes de ajo y queso.",95 contribuciones,95.0,Escrita el 4 de septiembre de 2019,"Madrid, España",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/43/d3/c7/acastanof.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Indio muy bueno,Alfonso M,"Comimos cuatro personas, me habían hablado bien y tengo que decir que muy bien.
Los dos tipos de pan, los curries, y el tandoory riquísimos.
También probamos unas tortillitas de cebolla y empanadillas muy buenas.
Con cerveza para los cuatro y cafés, un precio muy asequible (60 euros)
Lastima la decoración, todo lo demás muy bien.",104 contribuciones,104.0,Escrita el 24 de agosto de 2019,104 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Sin lujos pero comida 10,Alex N,"Sino hubiera ido directamente recomendado, quizá ni hubiera entrado ni me hubiese llamado la atención este restaurante. Situado en el barrio de Hortaleza, Evesrest Tandoori ofrece una gastronomía india de alto nivel y calidad. Platos típicos y elaborados, al igual que te puedes encontrar en los hindúes de lujo de la capital, pero sin tener que pagar ese plus por el nombre. Recomendable 100%. Muy económico",162 contribuciones,162.0,Escrita el 24 de agosto de 2019,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ec/93/16/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/eb/2e/9f/caption.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Excelente,Sergio P,"La mejor atención , la comida es de película sabores e
Intensos y equilibrados , solo para exigentes
, para recomendar sin escusas ,",4 contribuciones,4.0,Escrita el 21 de agosto de 2019,4 contribuciones,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e2/42/2f/postre-casero.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Buenísimo,Ilmiomondozgp,No sabía que cenar y me han ayudado mucho . Personal muy agradable y cena óptima . Langostinos y garbanzos deliciosos . Regresaré pronto.,48 contribuciones,48.0,Escrita el 17 de agosto de 2019,España,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/d3/3b/c5/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/a6/01/10/ilmiomondozgp.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Muy buena comida,Toske T,"Fui a comer con mi pareja que es nepali, y nos encantó la comida, identica a la que puedes econtrar en Katmandu. Muy buena atención del personal, muy agradables.",20 contribuciones,20.0,Escrita el 12 de agosto de 2019,"Verín, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Buena comida india y muy agradable,MF Madrid,"Nos encantó la comida, muy sabrosa pero ligera. Tiene muchas opciones vegetarianas. Nos atendieron muy bien, muy amables y simpáticos, te aconsejan y te explican lo que quieras. Muy recomendable. Era martes y estaba casi lleno, en la terraza no había ni una mesa libre. Acabamos de mudarnos cerca, por lo que volveremos de vez en cuando.",14 contribuciones,14.0,Escrita el 31 de julio de 2019,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Todo un descubrimiento,Quest667964,"No conocía este tipo de comida y fuimos por recomendación de un amigo. El dueño es increiblemente amable, la comida está muy buena y el precio no es excesivo para las cantidades y la calidad. Un sitio muy recomendable.",2 contribuciones,2.0,Escrita el 26 de julio de 2019,2 contribuciones,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/84/04/d1/helado-de-mango-casero.jpg?w=300&h=300&s=1,,,,,,,,,
1776265897-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Una gran sorpresa,ppina90,"Fuimos por recomendación de un amigo y nos dejamos guiar por el dueño para elegir la comida. Todo estaba riquisimo y las cantidades son abundantes 
Desde luego volveremos",5 contribuciones,5.0,Escrita el 26 de julio de 2019,"Madrid, España",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/83/dd/97/everest-tandoori-nepali.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,,,,
1776265897-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Cena riquísima con amigos,borjaferal,"Cena riquísima con amigos. Fuimos a cenar 6 amigos y amigas en la terraza. Pedimos todo para compartir. Pollo tikka masala, cordero de dos tipos (uno picante y otro no), gambas con una especie de curry, pan con queso, arroz con pasas y otro arroz más aromático. El servicio fue muy amable, ágil, y los platos, me cuesta decidir cuál estaba más rico. T pollo y el cordero muy tiernos y las salsas sabrosas. El mayor riesgo de los restaurantes de este tipo es cómo sienta la comida a los estómagos europeos, pero ningún problema. Al día siguiente ya estaba deseando volver.
Una sorpresa agradable en Hortaleza.
Precio, con cervezas (Cobra, cerveza india) y mojitos para cerrar, 25€ por persona. Estupendo. Volveremos.",232 contribuciones,232.0,Escrita el 21 de julio de 2019,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/91/85/67/borjaferal.jpg?w=100&h=-1&s=1,,,,,,,,
1776265885-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Agradable y buena comida!!!,Raul,"Comida muy buena y con bastante variedad. Sitio acogedor y con buen trato. Seguro que repetimos en otra ocasión. Reservar antes, suele haber mucha gente...",4 contribuciones,4.0,Escrita el 1 de febrero de 2020,"Aguadulce, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c5/6e/b6/photo0jpg.jpg?w=300&h=-1&s=1,,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,,,
1776265885-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Muy bueno,César,"Sin duda uno de los mejores restaurantes indios de la comunidad de Madrid. Trato cercano, personal muy profesional y rapidez en el servicio. Comida 10, calidad y cantidad. 

Poco más que decir ... Sigan así !!!",71 contribuciones,71.0,Escrita el 26 de enero de 2020,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b5/f6/75/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b5/f6/76/photo1jpg.jpg?w=300&h=-1&s=1,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0c/7d/23/cesar-c.jpg?w=100&h=-1&s=1,,,,,
1776265885-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Cena deliciosa y muy buena atención,N Lorena,"Nos encantó la comida y además nos recibieron con mucha amabilidad a pesar de lo tarde que era. También fueron rapidísimos, y eso que no teníamos mesa reservada",1 contribución,1.0,Escrita el 21 de enero de 2020,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,
1776265885-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Otra vez muy bien.,Alfonso M,"Habíamos estado hace 5 meses y me reitero en la  misma opinión, muy atento el servicio y muy ricos todos los platos.
El local un poco ruidoso.
La cerveza india muy mediocre, mejor una nacional.
El precio muy atractivo.
La cocina, india CSI auténtica.
, Aunque menos picante que la que se come en India.",104 contribuciones,104.0,Escrita el 20 de enero de 2020,104 contribuciones,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,
1776265885-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Auténtico,pedromolleda,"Fuimos a cenar 6 personas y hubo unanimidad en el veredicto. Comimos genial, con un servicio atento y a un precio más que razonable.

El único pero fue el olor a fritanga que quedó impregnado en nuestra ropa las siguientes horas

Repetiré seguro",45 contribuciones,45.0,Escrita el 13 de enero de 2020,"Madrid, España",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6e/da/5b/pedromolleda.jpg?w=100&h=-1&s=1,,,,,
1776265885-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Descubri el restaurante de casualidad,Raúl L,"Descubri el restaurante de casualidad y solo puedo decir que volveré. La comida muy buena, la atención también, con mucha afluencia pero a la vez muy tranquilo ... recomendable 100%",1 contribución,1.0,Escrita el 29 de diciembre de 2019,"Madrid, España",,,,,,,Leer más,,,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,
1776265885-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Excelente calidad - precio,David Costa,"Estamos encantados, ya es la cuarta vez que voy, hoy nos ha atendido Alan, un chico muy majo, que nos dio una gran recomendación sobre varios platos, para que probaramos de todo un poco, estamos muy contentos con este lugar, el trato es genial, la comida muy rica y la verdad que comes muy bien para lo que acabas pagando. super recomendado.",1 contribución,1.0,Escrita el 29 de diciembre de 2019,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,,,
1776265885-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Ni fu ni fa,Sawwel84,"Compartimos para empezar samosas de verdura que estaban ricas. Luego compartimos dos tipo de arroz, gambas con mucha salsa, pollo tica masala y cordero que estaba muy rico.
Restaurante asiático sin más, mucha salsa pero de sabor quizá más rico que los demás.",389 contribuciones,389.0,Escrita el 26 de diciembre de 2019,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/d0/e6/img-20191222-160856-819.jpg?w=300&h=300&s=1,,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/30/8d/59/sawwel84.jpg?w=100&h=-1&s=1,,,,,
1776265885-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Riquísimo.,Pat,"Había oído sobre un indio-nepalí de Hortaleza y quería probarlo. Me gusta la decoración con los caballos de viento que ondean a la entrada y los budas y banderas del interior. La comida muy genuina. Probé lentejas, garbanzos y patatas, muy al estilo de los restaurantes indios. En Cheese Naan o pan con queso, excelente. Pedí un Chai Masala, que aquí lo sirven sin leche y cargado de especias... Muy auténtico. Hice reserva y según entré por la puerta nos dieron mesa. Enhorabuena. Bienvenido sea el Tíbet-Nepal-India en Hortaleza.",3 contribuciones,3.0,Escrita el 22 de diciembre de 2019,español,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,
1776265885-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,"Comida estupenda, el servicio regular",Jessu G,"Somos unos enamorados de la comida india y tras haber oído hablar mucho de este restaurante he de decir que no me defraudó su calidad. No he puesto más nota porque fuimos en familia con un carrito (avisamos ya a la hora de hacer la reserva) y uno de los camareros no paró de ponernos peros por llevarlo...no sólo eso, sino también por poner los abrigos en el respaldo de la silla (no sé dónde pensaría que podíamos ponerlos) hasta el punto que tuve que decirle que se cortase un poco y que si tan mal hacíamos igual tendría que no habernos hecho la reserva...lo dicho, si no fuera por esta persona la daría las 5 estrellas",219 contribuciones,219.0,Escrita el 16 de diciembre de 2019,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/40/db/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4e/40/ed/caption.jpg?w=300&h=300&s=1,,0,,,,,,
1776265885-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,Experiencia excelente,Ana Isabel Masa,"Fui a cenar con mis padres; la comida exquisita y a muy buen precio, un sitio más que recomendable para degustar la comida india y nepalí. Sin embargo, lo que más nos gustó fue el trato del personal: muy amables y unos grandes profesionales, sobre todo Alam, pues recibimos un trato excelente de su parte. Todos tuvieron la amabilidad de hablarnos de su cultura y explicarnos los platos, lo que hizo de la velada inolvidable. Volveremos muy pronto. ¡Gracias!",2 contribuciones,2.0,Escrita el 1 de diciembre de 2019,2 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,
