web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,image,image2,image3,data15,data16,data17,data18,data19,position,data20
1776265502-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Estupendo restaurante con las mejores empanadas y pizzas!,Laura F,"Restaurante con muy buen ambiente! Perfecto para plan de amigos, parejas o familia. Lo mejor de su carta las empanadas, en especial la árabe, cebolla carameliza y la de atún y queso azul, mmmmm! Las cañas bien tiradas. Las pizzas también muy buenas, en especial la fugazzeta.  Muy recomendable la visita!",2 contribuciones,2,Escrita el 23 de enero de 2021,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,2 contribuciones,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/90/82/c3/tinto-y-tapas-san-pedro.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,Leer más,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",2,,
1776265502-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Comida espectacular! 100% recomendable,NataliiaH2,"No puedo tener ninguna queja de este sitio, la comida esta espectacular, las pizzas increíbles y las tostas no las hay mejores.
El trato es super agradable y amable en general de todos los trabajadores, pero en especial de Viola que fue la que nos atendió.
Volveremos pronto!!",23 contribuciones,23,Escrita el 8 de diciembre de 2020,,,,,,,"Madrid, España",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/67/fa/71/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/94/2f/9f/nataliiah2.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2,,
1776265502-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Buscando alrededor del Caixa,Alex Toscano,"Buscando alrededor del Caixa Forum encontramos este rincón lleno de sabor y amabilidad por parte de los camareros 
Excelentes las empanadas, sabor auténtico argentino, la pizza superior y una ensalada muy rica 
Totalmente recomendable 
El ticket medio por 15€ con copa de vino 
El servicio amable..., lo dicho",122 contribuciones,122,Escrita el 1 de septiembre de 2020,"Muchisimas gracias por tu comentario!
Se agradece.",Escrita el 2 de septiembre de 2020,Diego Benedetto,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,,2,,
1776265502-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,vuelta al tinto!,Constantin F,"vuelvo despues de tiempo y tido sigue igual, claro con menos turistas...han añadido a la carta unas tostas de solomillo deliciosas, prove la de foie,bestial!tienen estrella galicia y mahou, bien para eligir. gracias por todo.",5 contribuciones,5,Escrita el 16 de agosto de 2020,,,,,,,5 contribuciones,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/c9/11/66/tinto-y-tapas-san-pedro.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2,,
1776265449-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,,,,,,,,,,,,,,,,,,,,,,,
1776265449-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Buenas atención,Rosario Carmen A,Buenas tapas y mejor atención,3 contribuciones,Escrita el 2 de abril de 2026,3 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,0.0,,,,3.0,
1776265449-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,ATENCION IMPECABLE CAMAREROS AMABLES NO DEJEN DE VENIR BUEN AMBIENTE Y MUSICA,Jose Daniel R,"EL ENCARGADO VENEZOLANO Y NATHALIE CAMARERA VENEZOLANA SUPER BUENA GENTE LA COMIDA FANTASTICA 
TINTO DE VERANO Y TOSTAS DE QUESO BRIE CON CEBOLLA CARAMELIZADA Y SOLOMILLO 
TODO FENOMENAL LOS RECOMIENDO 100%
TIENE SUS PLATOS CALIDAD EN SUS PIZZAS CARNES Y DEMAS",3 contribuciones,Escrita el 8 de noviembre de 2024,3 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,0.0,,,,3.0,
1776265449-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Excelente opción en Huertas,Jose Miguel M,"Amables, buena comida, carta corta pero muy bien preparada. Preocupados de que estuviésemos a gusto y atendidos. Para repetir.",40 contribuciones,Escrita el 28 de septiembre de 2024,"Provincia de Alicante, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/12/fa/71/caption.jpg?w=100&h=-1&s=1,,0.0,,,,40.0,
1776265449-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Comida agradable con un gran servicio,jfrazier2007,"A nuestra llegada nos topamos con Tinto Y Tapas. Después de viajar por España durante una semana, estábamos buscando una gran sangría y algo de comer. Fuimos guiados hacia el Chuleton de Ternera que estaba sazonado y cocinado perfectamente. El personal era muy servicial y disfrutamos mucho hablando en inglés con nuestro nuevo amigo Alex. Gran lugar para una parada fácil y relajante durante sus viajes turísticos. La comida y la sangría son deliciosos!",2 contribuciones,Escrita el 14 de agosto de 2024,"West Islip, Estado de Nueva York",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,0.0,,,,2.0,
1776265449-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Excelentes tapas y bebidas!,LDSChicago,"La detuvimos por capricho, y me alegro de haberlo hecho. Nuestra familia de 4 (incluyendo 2 adolescentes) nos encantó cada tapa que pedimos. Las bebidas eran excelentes también. El servicio fue genial. Las tres damas sentadas a nuestro lado también estaban increíblemente contentos con su comida. Muy recomendable.",107 contribuciones,Escrita el 12 de junio de 2024,Chicago,Calidad/precio,Servicio,Comida,,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/fe/de/13/ldschicago.jpg?w=100&h=-1&s=1,,1.0,,,,107.0,
1776265449-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Recomendable,Seaside58147037460,"Un buen lugar para hacer una cena informal, celebramos un cumple y nos dejaron la zona de abajo solo para nosotras. La comida muy rica y ellos muy amables.",4 contribuciones,Escrita el 2 de mayo de 2024,4 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,0.0,,,,4.0,
1776265449-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Excelente lugar para tomar un tinto de verano auténtico y comer muy buenas tapas,Susy B,"Me ha parecido uno de los mejores lugares, llegué buscando un tinto de verano muy buen preparado y me pareció delicioso, comida sabrosa y servicio de 5 estrellas. 
Volvería muchas veces.",1 contribución,Escrita el 27 de septiembre de 2023,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/70/ba/20/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/70/ba/21/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,0.0,,,,1.0,
1776265449-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,BUENISIMO!!,Cristian H,Muy lindo restaurant. La atención excelente y la comida riquísima.. pedimos una pizza de jamón serrano espectacular 👌🏻 y dos empanadas de caprese y pollo que estaban deliciosas. Nos dejamos recomendar por el Vino y tambien estaba muy bueno. Volvería a ir de nuevo sin duda alguna. Lo recomiendo 100%.,1 contribución,Escrita el 28 de julio de 2023,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,1.0,
1776265449-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Tarde en familia en el barrio de las letras,Olvin R,"Muy, muy bien! Tres personas en el local más acogedor de la zona! Primera, pero no ultima vez, segurisssimo, que vamos a parar por aquí.
Servicio más que bueno, por lo menos en nuestro caso, y comida da diez! Comimos una pizza diavola (con chorizo picante) tres empanadas distintas una ensalada de salmón, y dos postres, todo muy bien, precio más que razonable! Bien aconsejado....",1 contribución,Escrita el 25 de julio de 2023,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,0.0,,,,1.0,
1776265449-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Muy bueno,Agustina A,"Excelente lugar para comer, cenar o mismo tomarse una cañita. 
La comida muy sabrosa. 
El personal muy cercano y amable.",2 contribuciones,Escrita el 16 de julio de 2023,2 contribuciones,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,0.0,,,,2.0,
1776265449-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Restaurante muy agradable y tranquilo con buena comida y buenos vinos,Guillermo d,"Este restaurante cuenta con un mini salon nada mas entrar y una un salon interior bajando unas escaleras. 

la carta esta basada sobre todo en tapas, pero tambien tiene varias pizzas.

Tambien como indica el nombre del local tiene una gran variedad de vinos tanto por copa como por botella.

La variedad de los vinos es extensa y tienen vinos de varias denominaciones no solo de las tipicas rioja y rivera.

La calidad de la comida es muy buena 

los camareros son amables y estan atentos a las mesas 

los precios son los normales de esta zona de madrid 

El ambiente es tranquilo y silencioso lo que lo hace ideal para poder conversar con tus compañeros de mesa sin ruido ambiente.

En resumen un sitio muy recomendable para comer o tomar una tapitas en un ambiente agradable y tranquilo regadas con un buen vino.",4789 contribuciones,Escrita el 22 de junio de 2023,"Sevilla, España",Calidad/precio,Servicio,Comida,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/8a/e6/92/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/8a/e6/93/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/24/0c/4a/guillermo-d.jpg?w=100&h=-1&s=1,,0.0,,,,4789.0,
1776265449-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Excelente,ICLarr,"Excelente por el local, ambiente, servicio, vino y tabla ibérica! Invita a quedarse. Recomendado para tapas y vino casual y relax.",117 contribuciones,Escrita el 21 de marzo de 2023,"San Juan, Puerto Rico",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8f/85/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8f/85/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/ac/12/3e/caption.jpg?w=100&h=-1&s=1,,0.0,,,,117.0,
1776265449-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Auténtico y entrañable,María,"Un bonito y pintoresco local con buena comida, una carta moderna, elegante y sana. Buen servicio y precios razonables. Repetiré sin duda",1 contribución,Escrita el 11 de marzo de 2023,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,1.0,
1776265449-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Muuyyy buuenooo,Nuria L,"En pleno barrio de las letras, este local ofrece muy buenas opciones para el mediodía y la noche, unas tostas con solomilloo y foie o solomillo y queso azul sencillamente espectaculares, croquetas de chipirones muy buenas , y las empanadas buenísimas, probamos la de pollo y la de carne a cual mejor, nos gustó tanto que el último día de nuestra escapada a Madrid (4 días), repetimos y fue igual de bueno",14 contribuciones,Escrita el 7 de febrero de 2023,"Barcelona, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/7f/ff/78/nuria-l.jpg?w=100&h=-1&s=1,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,,,,14.0,
1776265449-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Todo muy rico !,dario r,"Todo maravilloso,  comida de 10 probamos el solomillo con foie,  y tres empanadas ,  la verdad todo de muy buena calidad. Lo aconsejo,  merece la pena!  Yo vuelvo.",1 contribución,Escrita el 18 de enero de 2023,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,0.0,,,,1.0,
1776265489-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Comida,Isma A,"La comida muy rica y el trato de los trabajadores inmejorable, totalmente recomendable un 10 de 10 .",1 contribución,1.0,Escrita el 9 de marzo de 2022,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,1.0
1776265489-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,,,,,,,,Explora ahora,Descubre Egipto,Este contenido está patrocinado por Experience Egypt. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Egipto,,Patrocinado por Experience Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,,,,,,,
1776265489-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Sabroso y familiar,Daniela R,"Nos sentimos en un espacio familiar, bien atendidos y una buena propuesta de vinos y comida. Éramos varios y a todos nos gustaron las elecciones hechas.",3 contribuciones,3.0,Escrita el 7 de marzo de 2022,3 contribuciones,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5b/ec/1d/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,1.0
1776265489-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Excelente,Max K,Fui con amigos y nos atendieron muy amablemente. Buena comida y buen servicio. La pizza Diavola y el surtido de ibéricos con queso excelentes.,2 contribuciones,2.0,Escrita el 4 de marzo de 2022,2 contribuciones,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,1.0
1776265489-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,"excelentes pizzas, empanadas  y tostas",mercuriano,"Buena experiencia, comida muy rica, con buena relación calidad/precio. 

Los camareros muy agradables y atentos. 

Buena elección.",2 contribuciones,2.0,Escrita el 14 de febrero de 2022,2 contribuciones,,,,,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,1.0
1776265489-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Buen sitio,Trien,"Las tostas son muy buenas, bastante grandes para una persona. Y las pizzas igual. El trato fue exelente. Por poner algo que mejorar, ampliaría un poco la carta.",186 contribuciones,186.0,Escrita el 8 de febrero de 2022,"Tenerife, España",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,1.0
1776265489-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Estupendo servicio,Lucas,"Vine a comer por primera vez con unos amigos y acabamos muy satisfechos. El ambiente es muy agradable y el trato cercano, la comida riquísima! Hemos pedido empanadas de carne y de pollo, una tosta de salmón con aguacate y otra de solomillo con foie y una pizza diavola. Todo bien preparado y recomendable, no lo pudimos acabar! Buena relación calidad/precio. Repetiremos seguro!",1 contribución,1.0,Escrita el 27 de enero de 2022,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f6/e2/73/92-lcs.jpg?w=100&h=-1&s=1,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,1.0
1776265489-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,,,,,,,,Explora ahora,Descubre Abu Dabi,Este contenido está patrocinado por Experience Abu Dhabi. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Abu Dabi,,Patrocinado por Experience Abu Dhabi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=400&h=400&s=1,,,,,,,,,
1776265489-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,una sorpresa en el barrio de las letras!,Patricia G,"este pequeño restaurante tiene las mejores empanadas argentinas y la mejor pizza de todo Madrid! y una carta de vinos, pequeña pero muy muy acertada.. el trato es agradable y está muy bien atendido! ha sido todo un descubrimiento!",19 contribuciones,19.0,Escrita el 16 de diciembre de 2021,"Madrid, Spain",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2c/b4/47/patricia-g.jpg?w=100&h=-1&s=1,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,1.0
