web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,image3,position,image4,image5,image6
1775743223-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Hamburguesa de primera,Juan,"Espectacular. Me considero un fanático deste local. No me atrevía a probar otro tipo de burger. Y esa mayonesa ciboulette es de otro planeta! Todo muy rico, atención amable y rápida. Para terminar, no perder la tarta banooffee, el ultimo supiro de muerte despues de tan rico repasto.",3 contribuciones,Escrita el 5 de junio de 2020,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,3.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/61/4d/8f/explorer55032656684.jpg?w=100&h=-1&s=1,
1775743165-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,hamburguesas de calidad,Maria L,Hamburguesas de muy buena calidad y combinaciones de sabores que encajan a la perfección. Fuimos a medio día entre semana y el menú del día ofrece una opción muy buena calidad-precio.,2 contribuciones,Escrita el 8 de septiembre de 2025,2 contribuciones,Ambiente,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,2.0,,,
1775743165-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Espectacular,Angeles P,Servicio maravilloso tanto el chico como la chica. Amables. Educados. Un diez para ellos. Las hamburguesas buenísimas.. la carne se deshacía en la boca. Fui al de valverde,16 contribuciones,Escrita el 29 de junio de 2025,16 contribuciones,Ambiente,Calidad/precio,Servicio,Comida,Buenas burgers y el chico y la chica de Valverde nos atendieron genial,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,16.0,,,
1775743165-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Muy buenas hamburguesas.,David Manso,"Buenas hamburguesas con entrantes muy ricos. Sitio agradable con muy buen servicio, y para acabar, los batidos son muy buenos. Excelente opción para una comida con los chavales.",729 contribuciones,Escrita el 14 de abril de 2025,"Getafe, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/99/d5/5f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/99/d5/5e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/6c/7f/24/navigator430227.jpg?w=100&h=-1&s=1,729.0,,,
1775743165-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,buenas hamburguesas,oieril,excelente sitio y muy acojedor pequeño pero centrico cerca de todo a un paso respectona las hamburguesas son de 10 con un sabor expectacular la carne,216 contribuciones,Escrita el 3 de enero de 2025,"Ordizia, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/79/dc/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/79/dc/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,216.0,,,
1775743165-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Hamburguesas y ambientes ideales,Mavel M,"Sitio y comidas especiales, un ambiente muy acogedor y las hamburguesas brutales. Lo mejor es lo escondido que está, a dos minutos de la salida del metro Gran Vía , fui sin reservar y me atendieron súper rápido , volveré sin duda",7 contribuciones,Escrita el 1 de mayo de 2024,7 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/eb/b0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,7.0,,,
1775743165-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,El lugar ideal para comer o cenar con excelente servicio,María,"Es un sitio de referencia para comer buenas hamburguesas, patatas o alitas con salsa de la rica.
Además la atención siempre es excelente.
Mejor siempre reservar porque suele haber mucha gente.",63 contribuciones,Escrita el 23 de abril de 2024,"Madrid, España",Ambiente,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fa/83/4a/mariquilla-007.jpg?w=100&h=-1&s=1,63.0,,,
1775743165-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Una muy buena hamburguesa para acompañar de una cerveza en gran vía...,DiegoMar09,"Muy buenas hamburguesas cerca de Gran vía.
Un lugar muy agusto para tomar una cerveza y comer una buena hamburguesa. El pan muy bueno, la carne jugosa y en el termino correcto. Mucho mejor que una hamburguesa de cadena.",15 contribuciones,Escrita el 10 de noviembre de 2023,15 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,15.0,,,
1775743165-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Muy buena comida y la atención espectacular,JOSE MARIA RAYA,"Comida muy buena, pedimos dos menús infantiles. Uno fue de hamburguesa y el otro de nuggets que en verdad es pechuga empanada, un punto a su favor. Probamos las alitas picantes, y las hamburguesas It y Savoy y estaban espectaculares",60 contribuciones,Escrita el 10 de julio de 2023,"Fernán-Nuñez, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,60.0,,,
1775743165-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Excepcional!!!,Fidel_Noriega,"Nos trataron genial, la comida fue servida rápido y estaba todo riquísimo!! La salsa bufalo está espectacular, para repetir seguro!!!",185 contribuciones,Escrita el 30 de abril de 2023,"Santa Cruz de Bezana, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f8/99/32/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f8/99/31/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,185.0,,,
1775743165-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,LA “IT” una hamburguesa Top,luiscamu,"Un buen burger. Tres ubicaciones en Madrid . Las hamburguesas las dividen en clásicas y no tan clásicas, cualquiera de ellas está buena, alguna muy rica, pero yo me quedo con la que desde hace tiempo siempre pido, la it. Una smash con un pan, la carne, la pancarta, la cebolla y una salsa secreta que está de muerte. Para mí, - y he comido muchas y en muchos sitios-,  de las 5 mejores hamburguesas de Madrid. No obstante, cualquiera que pidas, será un acierto.",38 contribuciones,Escrita el 8 de abril de 2023,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,,,,38.0,,,
1775743165-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Excelente,Av,"El trato ha sido muy bueno y la hamburguesa muy, pero que muy buena. Totalmente recomendable. Pedimos la IT y la Smokin.!",9 contribuciones,Escrita el 4 de diciembre de 2022,"Praga, República Checa",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,9.0,,,
1775743165-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,¡Buena!,Ferran Calvet,"El local es pequeño y más vale olvidar la comodidad. El lugar es desenfadado, con mesas altas y bajas y poco espacio entre ellas. Aun así, este aire callejero concuerda muy bien con su oferta. En los entrantes, fingers y nachos. Como principal, hamburguesas de todo tipo. 

En mi caso me pedí la bacon cheese burger, y sin duda es una de las mejores que he probado en Madrid. El punto de la carne y lo que contenía el pan era idóneo. 

Un lugar al que ir para comer una buena hamburguesa a un precio razonable (20€ por persona de media). Además, se completa con una buena oferta de cervezas belgas y alemanas que aportan valor gastronómico al local.",99 contribuciones,Escrita el 23 de noviembre de 2022,"Barcelona, España",,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/c7/ba/e8/avatar.jpg?w=100&h=-1&s=1,99.0,,,
1775743165-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,De las mejores de Madrid!,Mar,"He ido en varias ocasiones y sigue siendo mi hambrugesería favorita, de las que he probado en Madrid, la carne está rica y las combinaciones de sabores son geniales, mi favorita la Stilton, si eres amante del queso, pídela!",4 contribuciones,Escrita el 18 de noviembre de 2022,4 contribuciones,,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e9/89/cd/marpalaciosvalledor.jpg?w=100&h=-1&s=1,4.0,,,
1775743165-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,"Buena comida, mejor trato",Blanca f,"Las hamburguesas riquísimas, cogimos las que nos recomendó Alexander, el chico que nos atendió, que fue encantador y súper simpático. 
Un gran acierto, volveremos.",2 contribuciones,Escrita el 12 de noviembre de 2022,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,2.0,,,
1775743165-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Muy buenas hamburguesas,pauli,"Seguramente Burnout estará en el top 10 de mejores hamburguesas de Madrid. Buena carne y buenas combinaciones, sin tonterías.
Recomendable a tope.",50 contribuciones,Escrita el 26 de octubre de 2022,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,4,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/98/1d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,50.0,,,
1775743207-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Mucho que desear,Alvaro Greciano,"No venía con muchas expectativas pero esperaba algo más, empezaré comentando la lamentable atención de los camareros, con muy poca educación y bastante olvidadizos.
La carne de la hamburguesa no estaba nada mal, el pan tendría un punto a favor si hubiera estado caliente, el mío estaba congelado, por otro lado el bacon que venía con la hamburguesa estaba seco y tieso, como si hubiera sido cocinado en la mañana y lo hubieran almacenado para tener bacon a mano durante el servicio.
El acompañamiento de las salsas era muy pobre solo ofrecían ketchup y mostaza de sobre en lugar de ofrecerte alguna salsa casera...
 Las patatas estaban buenas y el postre  que fue una tarta de queso no me decepcionó al menos no era una tarta congelada.
Todos estos puntos bajan notoriamente la calidad de la hamburguesa, sin duda no volvería a repetir en este establecimiento.
Le dejo una valoración de 4 sobre 10.",14 contribuciones,14,Escrita el 19 de marzo de 2022,"Galapagar, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/ac/81/burnout.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/ac/87/burnout.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,
1775743207-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Genial! ♥️♥️,Esther M,"Al magnifico trato de Gregorio y su compañera se suma un magnífico producto tanto por su calidad como por su cantidad.

Enhorabuena y nos vemos pronto!",2 contribuciones,2,Escrita el 17 de marzo de 2022,2 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,
1775743207-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Excelente,JJV,"Estupendas hamburguesas de carne fresca, altísima calidad, servicio muy atento. Para repetir seguro.",1 contribución,1,Escrita el 13 de marzo de 2022,"Madrid, España",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,
1775743207-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Un 10 sobre 10!,Laura m,"Hemos ido a cenar 2 familias y la experiencia ha sido fantástica: nos han atendido genial y la comida de los niños ha salido muy rápida, nos han puesto trona de bebé 
Y la comida ha sido excelente de rica y de buena calidad. La verdad es que nos hemos pasado un poco de la raya comiendo, pero es que no podíamos parar!",2 contribuciones,2,Escrita el 13 de marzo de 2022,2 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,
1775743207-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Excelentes hamburguesas,Alberto A,"Estuvimos para cenar. Las hamburguesas buenísimas, los camareros muy atentos, y la relación calidad-precio muy buena. Para repetir",185 contribuciones,185,Escrita el 27 de febrero de 2022,"Pamplona, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,
1775743207-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,"Atención excelente, comida riquísima",Sancayo,"De entre toda la oferta hostelera decidimos probar este establecimiento de hamburguesas y no decepcionó.
La atención fue excepcional, resolviendo todas nuestras dudas y haciendo recomendaciones muy acertadas.
Menú por 12'90 con bebida y postre incluido.
La limonada muy rica también.
La tarta de zanahoria riquísima, pero si me tuviese que quedar con una, sería la de chocolate y Guiness,ambas con coberturas nada mas empalagosas.
Para recomendar.",35 contribuciones,35,Escrita el 15 de enero de 2022,35 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e0/57/a6/img-20220113-150024-largejpg.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,
1775743207-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Muy buena,Maureen A,Buena hamburguesa. La carne llegó en el punto solicitado. Pedí la Burnout Smokin y tiene buena combinación de sabores. Regresaría a probar otras.,1 contribución,1,Escrita el 10 de enero de 2022,"Ciudad de Panamá, Panamá",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,,,,,
1775743207-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,A la rica hamburguesa!,Ssavila s,"Hamburguesas “Burnout Smoking” y “ Savoy Special” muy ricas,en el punto justo, servicio bueno de las chicas.
¡Nos ha gustado!",2 contribuciones,2,Escrita el 7 de enero de 2022,2 contribuciones,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cf/e9/0e/burnout.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,
1775743207-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Carne de VACA gallega,dani M,"Increible carne, con patatas caseras y muy buen trato por parte del personal, Repetiré.
Bonita decoración (para rellenar los 100 caracteres)",33 contribuciones,33,Escrita el 8 de diciembre de 2021,"Viena, Austria","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/8c/8c/3d/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,
1775743207-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Top 5 burgers en Madrid,Pablo L,"Burgers de buena calidad, acompañada de una decente carta de cervezas. Los entrantes tienen 2 tamaños, según el hambre con el que vayas. Las hamburguesas acompañadas de patatas. 
El punto de la carne lo aciertan, notándose lo casero de las carnes. Suelen sacar ofertas en el tenedor, no podéis dejarlas pasar.",12 contribuciones,12,Escrita el 27 de noviembre de 2021,12 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/78/5e/35/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/78/5e/36/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/78/0b/c3/acidocasualidad.jpg?w=100&h=-1&s=1,,,,
1775743207-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Sitios de Burguers,.A.,"Hamburguesas buenas aunque no son muy grandes. Las tiras de pollo si que es una ración grande, muy ricas.
El local tiene una decoración chulísima.",226 contribuciones,226,Escrita el 31 de octubre de 2021,226 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,
1775743207-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Buenas hamburguesas,Javi Con Hambre,"Muy buenas hamburguesas de calidad y tamaño. Pude probar 3 de ellas, las dos picantes de carne y pollo que estaban bien y la ""IT"", es una burger nueva doble smash bastante buena.
La relación calidad/precio es de 8.
Probablemente del TOP 3/5 de hamburguesas en Madrid, junto con Juanchos BBQ, Bistroteca, New York Burger y Alfredo's BBQ.
Volvería a repetir y se lo recomiendo a la gente",507 contribuciones,507,Escrita el 19 de octubre de 2021,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,2,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/76/f2/45/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/76/f2/47/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/b8/83/a9/javiconhambre.jpg?w=100&h=-1&s=1,,,,
1775743207-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,"Esta bien , pero no repetiría",Nayara Díaz,"Esta bien , pero no repetiría . Hamburguesa normales , eso si .. la atención muy buena por parte del servicio.",28 contribuciones,28,Escrita el 17 de octubre de 2021,"Fuengirola, España",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/d5/1b/51/caption.jpg?w=100&h=-1&s=1,,,,
1775743207-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,Agradable,verocaty82,"Los nachos muy ricos y la hamburguesa está rica.....( no de las mejores que he probado) para mi no resultó espectacular de querrer volver... pero la comida muy rica el servicio de camareros de 10. La parte fea el servicio de terraza que cada comida que pedías tenía un 10% de suplemento. Por lo cual  sale un pelin más caro en la cuenta  no te lo detallan bien , un poco confuso",53 contribuciones,53,Escrita el 16 de octubre de 2021,53 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,,
1775743207-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html,BurnOut Valverde: una excelente opción,Olga C,"Hamburguesas riquísimas a buen precio. Servicio rápido y los camareros muy simpáticos y atentos. Perfecta ubicación del local, en el centro de la ciudad.",2 contribuciones,2,Escrita el 10 de octubre de 2021,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,,
